ID	CD_PERIMETRO
3600076	3600001
3600247	3600001
3600021	3600001
3600086	3600001
3600205	3600001
3600010	3600001
3600061	3600001
3600215	3600001
3600106	3600001
3600041	3600001
3600123	3600001
3600168	3600001
3600216	3600001
3600184	3600001
3600077	3600001
3600157	3600001
3600254	3600001
3600187	3600001
3600207	3600001
3600024	3600001
3600068	3600001
3600120	3600001
3600096	3600001
3600234	3600001
3600088	3600001
3600080	3600001
3600045	3600001
3600090	3600001
3600071	3600001
3600256	3600001
3600145	3600001
3600196	3600001
3600065	3600001
3600250	3600001
3600236	3600001
3600039	3600001
3600161	3600001
3600257	3600001
3600129	3600001
3600141	3600001
3600027	3600001
3600230	3600001
3600244	3600001
3600131	3600001
3600160	3600001
3600012	3600001
3600148	3600001
3600043	3600001
3600268	3600001
3600255	3600001
3600142	3600001
3600241	3600001
3600018	3600001
3600089	3600001
3600191	3600001
3600054	3600001
3600211	3600001
3600093	3600001
3600172	3600001
3600237	3600001
3600001	3600001
3600177	3600001
3600081	3600001
3600265	3600001
3600233	3600001
3600249	3600001
3600245	3600001
3600069	3600001
3600155	3600001
3600246	3600001
3600147	3600001
3600251	3600001
3600052	3600001
3600005	3600001
3600036	3600001
3600013	3600001
3600101	3600001
3600031	3600001
3600224	3600001
3600072	3600001
3600048	3600001
3600038	3600001
3600119	3600001
3600170	3600001
3600135	3600001
3600262	3600001
3600091	3600001
3600117	3600001
3600125	3600001
3600064	3600001
3600266	3600001
3600194	3600001
3600087	3600001
3600016	3600001
3600108	3600001
3600165	3600001
3600011	3600001
3600133	3600001
3600223	3600001
3600121	3600001
3600208	3600001
3600195	3600001
3600004	3600001
3600138	3600001
3600174	3600001
3600209	3600001
3600033	3600001
3600058	3600001
3600156	3600001
3600214	3600001
3600221	3600001
3600185	3600001
3600103	3600001
3600126	3600001
3600183	3600001
3600015	3600001
3600178	3600001
3600034	3600001
3600100	3600001
3600105	3600001
3600094	3600001
3600149	3600001
3600130	3600001
3600210	3600001
3600078	3600001
3600150	3600001
3600017	3600001
3600232	3600001
3600227	3600001
3600151	3600001
3600153	3600001
3600118	3600001
3600030	3600001
3600159	3600001
3600104	3600001
3600173	3600001
3600044	3600001
3600051	3600001
3600070	3600001
3600029	3600001
3600203	3600001
3600164	3600001
3600097	3600001
3600143	3600001
3600122	3600001
3600199	3600001
3600222	3600001
3600116	3600001
3600176	3600001
3600190	3600001
3600201	3600001
3600134	3600001
3600095	3600001
3600109	3600001
3600144	3600001
3600102	3600001
3600111	3600001
3600059	3600001
3600003	3600001
3600167	3600001
3600055	3600001
3600082	3600001
3600231	3600001
3600258	3600001
3600152	3600001
3600063	3600001
3600242	3600001
3600032	3600001
3600056	3600001
3600014	3600001
3600189	3600001
3600180	3600001
3600206	3600001
3600007	3600001
3600112	3600001
3600066	3600001
3600263	3600001
3600053	3600001
3600260	3600001
3600226	3600001
3600243	3600001
3600175	3600002
3600060	3600003
3600040	3600004
3600259	3600005
3600079	3600006
3600124	3600006
3600200	3600006
3600218	3600006
3600136	3600006
3600115	3600006
3600217	3600006
3600140	3600006
3600154	3600006
3600025	3600006
3600225	3600006
3600171	3600006
3600239	3600006
3600085	3600006
3600050	3600006
3600197	3600006
3600169	3600006
3600023	3600006
3600098	3600006
3600253	3600006
3600073	3600006
3600162	3600006
3600228	3600006
3600261	3600006
3600113	3600006
3600252	3600006
3600220	3600006
3600035	3600006
3600192	3600006
3600110	3600006
3600074	3600006
3600213	3600006
3600212	3600006
3600019	3600006
3600037	3600006
3600139	3600006
3600057	3600006
3600008	3600006
3600240	3600006
3600179	3600006
3600083	3600006
3600046	3600006
3600132	3600006
3600009	3600006
3600163	3600007
3600099	3600007
3600193	3600007
3600062	3600008
3600020	3600008
3600158	3600008
3600267	3600008
3600042	3600009
3600204	3600009
3600186	3600009
3600002	3600009
3600229	3600009
3600114	3600009
2400001	2400001
2400002	2400001
2400007	2400001
3600047	3600010
3600137	3600011
3600067	3600011
3600075	3600012
0700001	0700001
0700002	0700001
0900003	0900001
3600128	3600013
0200001	0200001
0200002	0200001
1300002	1300001
1300001	1300001
1300003	1300001
1200002	1200001
1200001	1200001
2300002	2300001
2300001	2300001
2300004	2300001
2300003	2300001
3700001	3700001
3700003	3700001
2400003	2400002
3800001	3800001
3800002	3800001
0200003	0200002
1900002	1900001
1900003	1900001
2400005	2400003
2400006	2400003
2400004	2400003
3600084	3600014
3600166	3600014
3600028	3600014
3600181	3600015
3600107	3600015
3600026	3600015
3600248	3600016
3600264	3600016
3600049	3600017
3600127	3600017
3600182	3600017
0400002	0400001
1500007	1500001
1500003	1500001
1500005	1500001
1500001	1500001
1500008	1500001
1500006	1500001
1500004	1500001
1800002	1800001
1800003	1800001
1800001	1800001
1400001	1400001
0300001	0300001
2900001	2900001
2200003	2200001
2200002	2200001
2200001	2200001
3200004	3200001
3200002	3200001
3200003	3200001
3200001	3200001
3200006	3200001
3200005	3200001
3400003	3400001
1000002	1000001
1000001	1000001
0900001	0900002
0900002	0900002
1600003	1600001
2000001	2000001
0700005	0700002
3900001	3900001
1700002	1700001
3100001	3100001
2500001	2500001
1500002	1500002
3300003	3300001
3300006	3300001
3300004	3300001
3300001	3300001
3300002	3300001
0500001	0500001
0500002	0500002
0400003	0400002
2100004	2100001
2100003	2100001
2100002	2100001
2100001	2100002
1500009	1500003
3000002	3000001
3000001	3000002
3700002	3700002
0100002	0100001
0100003	0100001
0100001	0100001
3300005	3300002
1600001	1600002
1600002	1600002
0700003	0700003
1700001	1700002
3600188	3600018
3600202	3600018
3600146	3600018
2600001	2600001
2600002	2600002
2700001	2700001
2700002	2700001
2700003	2700001
2800001	2800001
2800002	2800001
0800003	0800001
0800002	0800001
0800001	0800001
0200006	0200003
0200004	0200003
0200005	0200003
0400001	0400003
3600198	3600019
3600022	3600019
3600238	3600019
3600006	3600019
3600235	3600020
3600092	3600021
0600002	0600001
0600001	0600001
3400002	3400002
3400001	3400002
1100001	1100001
1100003	1100001
1100002	1100001
3300007	3300003
0700004	0700004
3600219	3600022
1900001	1900002
3500001	3500001
