COD_2010,COD_2022
"900770202","900770202"
"900770203","900770216"
"900770203","900770208"
"900770204","900770207"
"900770205","900770206"
"900770206","900770205"
"900770207","900770204"
"900770208","900770203"
"900770209","900770217"
"900770209","900770218"
"900770210","900770210"
"900770210","900770209"
"900770211","900770213"
"900770212","900770212"
"900770213","900770214"
"900770214","900770211"
"900770301","900770301"
"900770302","900770303"
"900770302","900770302"
"900770401","900770401"
"900770402","900770402"
"900770403","900770403"
"900770403","900770414"
"900770405","900770405"
"900770406","900770423"
"900770406","900770406"
"900770407","900770407"
"900770407","900770424"
"900770408","900770408"
"900770409","900770427"
"900770409","900770409"
"900770410","900770426"
"900770410","900770425"
"900770410","900770410"
"900770412","900770412"
"900770412","900770413"
"900770414","900770417"
"900770414","900770415"
"900770415","900770416"
"900770417","900770419"
"900770419","900770422"
"900770501","900770501"
"900770501","900770502"
"900770601","900770606"
"900770601","900770601"
"900770602","900770602"
"900770603","900770603"
"900770604","900770604"
"900770605","900770607"
"900770605","900770605"
"900770606","900770608"
"900770606","900770609"
"900770607","900770611"
"900770607","900770610"
"900840101","900840101"
"900840102","900840102"
"900840103","900840104"
"900840103","900840103"
"900840104","900840107"
"900840105","900840105"
"900840106","900840106"
"900840107","900840110"
"900840108","900840108"
"900840108","900840109"
"900840109","900840112"
"900840110","900840111"
"900840111","900840113"
"900840112","900840114"
"900840113","900842005"
"900840113","900842004"
"900840114","900842003"
"900840115","900842002"
"900840116","900842001"
"900840117","900842006"
"900840118","900842007"
"900840119","900842008"
"900840120","900842009"
"900840121","900842010"
"900840122","900842011"
"900840123","900842018"
"900840123","900842012"
"900840124","900842014"
"900840124","900842013"
"900840125","900842015"
"900840126","900842017"
"900840126","900842016"
"900840201","900840201"
"900840202","900840202"
"900840203","900840203"
"900840204","900840204"
"900840205","900840206"
"900840205","900840205"
"900840206","900840210"
"900840207","900840211"
"900840208","900840209"
"900840208","900840207"
"900840209","900840208"
"900840210","900840212"
"900840211","900840213"
"900840212","900841902"
"900840212","900841901"
"900840213","900841903"
"900840214","900841904"
"900840215","900840214"
"900840216","900841905"
"900840217","900841906"
"900840218","900841907"
"900840219","900841908"
"900840220","900841909"
"900840221","900841913"
"900840221","900841910"
"900840222","900841911"
"900840223","900841912"
"900840301","900840301"
"900840302","900840303"
"900840302","900840302"
"900840303","900840304"
"900840304","900840306"
"900840304","900840305"
"900840305","900840307"
"900840306","900840308"
"900840306","900840309"
"900840307","900840310"
"900840308","900840311"
"900840309","900840312"
"900840310","900840313"
"900840310","900840314"
"900840311","900840315"
"900840312","900840316"
"900840313","900840317"
"900840314","900840318"
"900840315","900840319"
"900840401","900840401"
"900840402","900840402"
"900840403","900840403"
"900840404","900840404"
"900840405","900840405"
"900840406","900840406"
"900840407","900840407"
"900840408","900840408"
"900840409","900840409"
"900840410","900840410"
"900840411","900840412"
"900840412","900840413"
"900840413","900840414"
"900840414","900840415"
"900840415","900840411"
"900840415","900840416"
"900840416","900840417"
"900840501","900840501"
"900840502","900840502"
"900840503","900840503"
"900840504","900840504"
"900840505","900840505"
"900840506","900840506"
"900840507","900840507"
"900840508","900840508"
"900840509","900840509"
"900840510","900840510"
"900840511","900840511"
"900840512","900840512"
"900840513","900840513"
"900840601","900840601"
"900840602","900840602"
"900840602","900840603"
"900840603","900840604"
"900840604","900840605"
"900840605","900840606"
"900840606","900840607"
"900840607","900840608"
"900840608","900840609"
"900840609","900840610"
"900840610","900840611"
"900840611","900840612"
"900840612","900840614"
"900840613","900840615"
"900840614","900840613"
"900840701","900840701"
"900840702","900840705"
"900840703","900840704"
"900840704","900840702"
"900840704","900840703"
"900840705","900840706"
"900840706","900840707"
"900840707","900840708"
"900840708","900840710"
"900840708","900840711"
"900840709","900840709"
"900840710","900840712"
"900840711","900840713"
"900840712","900840714"
"900840713","900840715"
"900840714","900840716"
"900840801","900840801"
"900840802","900840802"
"900840803","900840803"
"900840803","900840806"
"900840804","900840805"
"900840805","900840807"
"900840805","900840814"
"900840806","900840809"
"900840807","900840810"
"900840808","900840813"
"900840809","900840811"
"900840810","900840812"
"900840811","900840819"
"900840812","900840818"
"900840813","900840817"
"900840814","900840815"
"900840814","900840816"
"900840815","900840821"
"900840816","900840820"
"900840817","900840822"
"900840818","900840823"
"900840819","900840808"
"900840820","900840804"
"900840901","900840901"
"900840902","900840902"
"900840903","900840903"
"900840904","900840904"
"900840905","900840905"
"900840906","900840906"
"900840907","900840907"
"900840908","900840908"
"900840909","900840909"
"900840910","900840910"
"900840911","900840911"
"900840912","900840912"
"900840913","900840913"
"900840914","900840914"
"900840915","900840915"
"900840915","900840916"
"900841001","900841001"
"900841002","900841006"
"900841002","900841005"
"900841003","900841008"
"900841003","900841007"
"900841004","900841009"
"900841005","900841014"
"900841006","900841013"
"900841007","900841012"
"900841008","900841011"
"900841009","900841010"
"900841010","900841101"
"900841010","900841102"
"900841011","900841113"
"900841012","900841112"
"900841013","900841103"
"900841014","900841015"
"900841015","900841105"
"900841016","900841104"
"900841017","900841108"
"900841018","900841110"
"900841019","900841111"
"900841020","900841109"
"900841021","900841107"
"900841022","900841106"
"900841023","900841115"
"900841024","900841114"
"900841025","900841003"
"900841025","900841002"
"900841025","900841004"
"900841101","900841202"
"900841101","900841201"
"900841102","900841203"
"900841102","900841204"
"900841103","900841206"
"900841103","900841205"
"900841104","900841207"
"900841105","900841208"
"900841106","900841209"
"900841107","900841210"
"900841108","900841216"
"900841108","900841215"
"900841109","900841211"
"900841110","900841212"
"900841111","900841213"
"900841112","900841214"
"900841113","900841217"
"900841201","900841401"
"900841202","900841301"
"900841203","900841303"
"900841203","900841302"
"900841204","900841304"
"900841205","900841404"
"900841206","900841403"
"900841207","900841402"
"900841208","900841412"
"900841208","900841407"
"900841209","900841406"
"900841210","900841307"
"900841210","900841405"
"900841211","900841308"
"900841211","900841306"
"900841212","900841309"
"900841212","900841305"
"900841213","900841409"
"900841214","900841408"
"900841215","900841411"
"900841216","900841312"
"900841216","900841410"
"900841217","900841311"
"900841218","900841310"
"900841219","900841315"
"900841219","900841314"
"900841220","900841317"
"900841220","900841313"
"900841221","900841414"
"900841221","900841415"
"900841222","900841413"
"900841223","900841416"
"900841224","900841417"
"900841225","900841418"
"900841226","900841318"
"900841226","900841316"
"900841301","900841501"
"900841302","900841502"
"900841303","900841503"
"900841304","900841508"
"900841305","900841505"
"900841305","900841504"
"900841305","900841507"
"900841305","900841506"
"900841306","900841509"
"900841306","900841510"
"900841307","900841514"
"900841307","900841513"
"900841308","900841601"
"900841308","900841511"
"900841309","900841512"
"900841309","900841602"
"900841310","900841603"
"900841311","900841604"
"900841312","900841608"
"900841312","900841607"
"900841313","900841609"
"900841314","900841610"
"900841315","900841611"
"900841316","900841612"
"900841317","900841614"
"900841317","900841613"
"900841318","900841605"
"900841318","900841606"
"900841401","900841701"
"900841402","900841702"
"900841403","900841703"
"900841404","900841705"
"900841404","900841704"
"900841405","900841706"
"900841405","900841707"
"900841406","900841708"
"900841407","900841709"
"900841407","900841710"
"900841408","900841711"
"900841409","900841712"
"900841410","900841718"
"900841411","900841717"
"900841412","900841713"
"900841412","900841714"
"900841413","900841715"
"900841414","900841716"
"900841501","900841801"
"900841502","900841806"
"900841503","900841802"
"900841504","900841807"
"900841504","900841805"
"900841505","900841804"
"900841505","900841808"
"900841506","900841809"
"900841507","900841810"
"900841508","900841811"
"900841509","900841814"
"900841509","900841812"
"900841509","900841813"
"900841510","900841815"
"900841511","900841816"
"900841512","900841817"
"900841513","900841803"
"900841601","900842101"
"900841602","900842104"
"900841603","900842102"
"900841603","900842103"
"900841604","900842106"
"900841604","900842105"
"900841605","900842107"
"900841606","900842108"
"900841607","900842110"
"900841607","900842109"
"900841608","900842111"
"900841609","900842112"
"900841610","900842113"
"900841611","900842206"
"900841612","900842205"
"900841613","900842204"
"900841614","900842203"
"900841615","900842201"
"900841615","900842202"
"900841616","900842209"
"900841616","900842210"
"900841617","900842211"
"900841618","900842208"
"900841619","900842207"
"900841620","900842214"
"900841621","900842213"
"900841622","900842212"
"900841701","900842301"
"900841702","900842302"
"900841703","900842303"
"900841704","900842304"
"900841705","900842305"
"900841706","900842306"
"900841707","900842307"
"900841708","900842308"
"900841709","900842309"
"900841709","900842310"
"900841710","900842311"
"900841711","900842312"
"900841712","900842313"
"900841801","900842402"
"900841801","900842401"
"900841801","900842407"
"900841802","900842403"
"900841802","900842406"
"900841803","900842404"
"900841804","900842405"
"900841805","900842410"
"900841805","900842411"
"900841806","900842408"
"900841806","900842409"
"900841807","900842414"
"900841807","900842415"
"900841808","900842418"
"900841808","900842413"
"900841809","900842412"
"900841809","900842419"
"900841810","900842417"
"900841811","900842416"
"900841811","900842422"
"900841812","900842421"
"900841812","900842420"
"900841901","900842503"
"900841901","900842501"
"900841902","900842502"
"900841902","900842508"
"900841903","900842504"
"900841904","900842507"
"900841905","900842505"
"900841906","900842506"
"900841907","900842512"
"900841907","900842710"
"900841908","900842513"
"900841908","900842511"
"900841909","900842509"
"900841910","900842701"
"900841910","900842702"
"900841911","900842704"
"900841911","900842703"
"900841912","900842510"
"900841912","900842514"
"900841913","900842709"
"900841914","900842711"
"900841914","900842708"
"900841915","900842712"
"900841916","900842707"
"900841917","900842705"
"900841918","900842706"
"900841919","900842713"
"900841919","900842714"
"900842001","900842601"
"900842002","900842602"
"900842003","900842603"
"900842004","900842604"
"900842005","900842605"
"900842006","900842606"
"900842007","900842612"
"900842007","900842607"
"900842007","900842608"
"900842008","900842609"
"900842009","900842610"
"900842010","900842611"
"900842011","900842613"
"900842012","900842614"
"900842013","900842803"
"900842013","900842804"
"900842014","900842801"
"900842014","900842802"
"900842015","900842808"
"900842015","900842807"
"900842016","900842809"
"900842016","900842806"
"900842017","900842810"
"900842017","900842805"
"900842018","900842814"
"900842018","900842815"
"900842018","900842811"
"900842019","900842812"
"900842019","900842813"
"900842101","900842901"
"900842102","900842904"
"900842102","900842902"
"900842103","900842903"
"900842104","900842905"
"900842104","900842908"
"900842105","900843002"
"900842106","900843015"
"900842107","900842909"
"900842107","900842912"
"900842108","900842911"
"900842108","900842910"
"900842109","900842914"
"900842109","900842913"
"900842110","900843014"
"900842111","900843003"
"900842112","900843004"
"900842113","900843007"
"900842113","900843006"
"900842114","900843009"
"900842114","900843008"
"900842123","900843010"
"900842116","900843005"
"900842117","900843011"
"900842118","900843012"
"900842119","900843013"
"900842120","900842906"
"900842120","900842907"
"900842121","900843001"
"900842122","900842915"
"900842201","900843101"
"900842202","900843102"
"900842203","900843103"
"900842204","900843104"
"900842205","900843105"
"900842206","900843106"
"900842206","900843108"
"900842207","900843107"
"900842207","900843109"
"900842208","900843110"
"900842209","900843111"
"900842210","900843112"
"900842211","900843113"
"900842212","900844201"
"900842213","900844202"
"900842214","900844203"
"900842215","900844206"
"900842215","900844205"
"900842216","900844204"
"900842217","900844207"
"900842217","900844208"
"900842218","900844211"
"900842219","900844212"
"900842220","900844214"
"900842221","900844213"
"900842222","900844210"
"900842223","900844209"
"900842301","900843201"
"900842302","900843202"
"900842303","900843203"
"900842304","900843204"
"900842305","900843205"
"900842306","900843207"
"900842306","900843206"
"900842307","900843208"
"900842308","900843209"
"900842309","900843210"
"900842310","900843211"
"900842311","900843212"
"900842312","900843213"
"900842313","900843214"
"900842314","900843215"
"900842401","900843401"
"900842402","900843402"
"900842403","900843301"
"900842403","900843302"
"900842404","900843304"
"900842404","900843303"
"900842405","900843305"
"900842406","900843306"
"900842407","900843307"
"900842408","900843308"
"900842409","900843309"
"900842410","900843311"
"900842410","900843310"
"900842411","900843403"
"900842412","900843404"
"900842413","900843405"
"900842414","900843406"
"900842415","900843412"
"900842415","900843407"
"900842416","900843411"
"900842416","900843408"
"900842417","900843409"
"900842418","900843410"
"900842419","900843312"
"900842420","900843313"
"900842501","900843602"
"900842501","900843601"
"900842502","900843603"
"900842503","900843604"
"900842504","900843605"
"900842505","900843612"
"900842505","900843606"
"900842506","900843607"
"900842507","900843610"
"900842507","900843611"
"900842508","900843608"
"900842508","900843609"
"900842509","900843501"
"900842510","900843502"
"900842511","900843507"
"900842511","900843506"
"900842512","900843505"
"900842512","900843508"
"900842513","900843503"
"900842513","900843504"
"900842514","900843509"
"900842515","900843510"
"900842516","900843513"
"900842517","900843512"
"900842518","900843511"
"900842519","900843613"
"900842601","900844001"
"900842602","900844002"
"900842603","900844003"
"900842604","900844004"
"900842605","900844005"
"900842606","900844006"
"900842607","900844007"
"900842608","900844008"
"900842609","900844009"
"900842610","900844010"
"900842611","900844011"
"900842612","900844012"
"900842613","900844013"
"900842614","900844015"
"900842615","900844016"
"900842615","900844017"
"900842616","900844014"
"900842701","900844101"
"900842702","900844102"
"900842702","900844103"
"900842703","900844104"
"900842704","900844105"
"900842705","900844106"
"900842706","900844108"
"900842706","900844107"
"900842707","900844109"
"900842708","900844110"
"900842709","900844111"
"900842710","900844112"
"900842711","900844113"
"900842712","900844114"
"900842713","900844115"
"900842714","900844116"
"900842801","900844403"
"900842801","900844401"
"900842802","900844402"
"900842803","900844301"
"900842803","900844302"
"900842804","900844308"
"900842805","900844304"
"900842806","900844305"
"900842807","900844306"
"900842808","900844307"
"900842809","900844303"
"900842810","900844310"
"900842811","900844405"
"900842812","900844406"
"900842812","900844404"
"900842813","900844312"
"900842814","900844311"
"900842815","900844313"
"900842816","900844309"
"900842817","900844314"
"900842818","900844409"
"900842819","900844408"
"900842820","900844407"
"900842821","900844411"
"900842822","900844410"
"900842823","900844412"
"900842824","900844414"
"900842824","900844413"
"900842901","900843903"
"900842901","900843901"
"900842902","900843902"
"900842903","900843905"
"900842904","900843906"
"900842905","900843907"
"900842906","900843908"
"900842907","900843916"
"900842908","900843919"
"900842908","900843904"
"900842909","900843917"
"900842910","900843918"
"900842911","900843915"
"900842912","900843913"
"900842913","900843909"
"900842914","900843910"
"900842914","900843911"
"900842915","900843912"
"900842916","900843914"
"900843001","900843701"
"900843002","900843702"
"900843003","900843703"
"900843004","900843704"
"900843005","900843705"
"900843006","900843706"
"900843007","900843707"
"900843008","900843708"
"900843009","900843709"
"900843010","900843710"
"900843011","900843711"
"900843012","900843712"
"900843013","900843804"
"900843013","900843803"
"900843014","900843805"
"900843015","900843809"
"900843015","900843806"
"900843016","900843808"
"900843016","900843810"
"900843016","900843807"
"900843017","900843811"
"900843018","900843802"
"900843018","900843801"
"900843019","900843812"
"900843019","900843813"
"900910101","900910105"
"900910101","900910101"
"900910102","900910102"
"900910103","900910104"
"900910103","900910103"
"900910104","900910110"
"900910104","900910108"
"900910105","900910107"
"900910105","900910109"
"900910106","900910106"
"900910201","900910210"
"900910201","900910201"
"900910202","900910202"
"900910203","900910203"
"900910204","900910204"
"900910204","900910211"
"900910205","900910205"
"900910206","900910206"
"900910207","900910207"
"900910208","900910208"
"900910209","900910209"
"900910301","900910301"
"900910302","900910302"
"900910303","900910303"
"900910304","900910304"
"900910305","900910305"
"900910306","900910306"
"900910307","900910307"
"900910308","900910308"
"900910401","900910401"
"900910402","900910402"
"900910403","900910403"
"900910405","900910406"
"900910405","900910405"
"900910501","900910501"
"900910502","900910502"
"900910503","900910503"
"900910503","900910505"
"900910504","900910504"
"900910601","900910601"
"900910602","900910602"
"900910603","900910603"
"900910604","900910604"
"900910605","900910605"
"900910606","900910606"
"900910607","900910607"
"900910701","900910701"
"900910702","900910702"
"900910702","900910706"
"900910702","900910704"
"900910703","900910703"
"900910704","900910705"
"900910801","900910801"
"900910802","900910802"
"900910803","900910803"
"900910804","900910804"
"900910805","900910805"
"900910806","900910806"
"900910807","900910807"
"900910808","900910808"
"900910809","900910810"
"900910809","900910809"
"900910902","900910902"
"900910903","900910903"
"900910904","900910904"
"900911001","900911001"
"900911002","900911002"
"900911003","900911003"
"900911004","900911004"
"900911101","900911101"
"900911102","900911102"
"900911103","900911103"
"900911104","900911104"
"900911201","900911201"
"900911202","900911202"
"900911203","900911203"
"900980101","900980104"
"900980102","900980103"
"900980103","900980102"
"900980104","900980101"
"900980105","900980301"
"900980106","900980105"
"900980106","900980106"
"900980107","900980302"
"900980108","900980303"
"900980201","900980201"
"900980203","900980203"
"900980301","900980305"
"900980302","900980304"
"900980303","900980306"
"900980304","900980323"
"900980304","900980322"
"900980304","900980307"
"900980305","900980310"
"900980305","901050102"
"900980306","900980311"
"900980307","900980312"
"900980308","900980320"
"900980308","900980321"
"900980308","900980309"
"900980309","900980314"
"900980309","900980319"
"900980309","900980308"
"900980309","900980313"
"900980310","900980315"
"900980311","900980318"
"900980311","900980316"
"900980311","900980317"
"900980401","900980403"
"900980401","900980605"
"900980401","900980410"
"900980401","900980411"
"900980401","900980604"
"900980402","900980402"
"900980402","900980409"
"900980403","900980401"
"900980405","900980703"
"900980405","900980704"
"900980405","900980701"
"900980405","900980501"
"900980405","900980502"
"900980406","900980702"
"900980406","900980708"
"900980406","900980712"
"900980406","900980705"
"900980407","900980611"
"900980407","900980602"
"900980408","900980601"
"900980409","900980607"
"900980409","900980603"
"900980409","900980606"
"900980418","900980711"
"900980418","900980710"
"900980418","900980610"
"900980418","900980609"
"900980418","900980608"
"900980411","900980706"
"900980412","900980709"
"900980413","900980511"
"900980413","900980505"
"900980413","900980512"
"900980413","900980503"
"900980414","900980404"
"900980414","900980406"
"900980414","900980405"
"900980415","900980506"
"900980415","900980504"
"900980416","900980507"
"900980416","900980508"
"900980417","900980408"
"900980417","900980407"
"900980419","900980707"
"900980420","900980510"
"900980420","900980509"
"901050101","901050101"
"901050103","901050103"
"901050104","901050104"
"901050201","901050201"
"901050202","901050202"
"901050203","901050209"
"901050203","901050203"
"901050204","901050211"
"901050204","901050212"
"901050204","901050208"
"901050204","901050204"
"901050204","901050210"
"901050205","901050217"
"901050205","901050205"
"901050205","901050216"
"901050206","901050214"
"901050206","901050213"
"901050207","901050207"
"901050208","901050215"
"901050208","901050206"
"901050301","901050301"
"901050302","901050304"
"901050302","901050303"
"901050302","901050305"
"901050302","901050302"
"901050401","901050401"
"901050401","901050402"
"901050401","901050404"
"901050401","901050406"
"901050401","901050405"
"901050402","901050403"
"901050501","901050501"
"901050502","901050502"
"901050503","901050503"
"901050503","901050511"
"901050503","901050601"
"901050504","901050504"
"901050504","901050510"
"901050504","901050507"
"901050504","901050508"
"901050602","901050805"
"901050602","901050808"
"901050602","901050807"
"901050602","901050610"
"901050602","901050809"
"901050602","901050602"
"901050603","901050607"
"901050603","901050608"
"901050604","901050606"
"901050605","901050617"
"901050605","901050616"
"901050606","901050612"
"901050606","901050613"
"901050607","901050614"
"901050608","901050615"
"901050609","901050711"
"901050610","901050712"
"901050611","901050619"
"901050612","901050618"
"901050613","901050620"
"901050614","901050716"
"901050615","901050717"
"901050616","901050715"
"901050617","901050713"
"901050618","901050710"
"901050619","901050714"
"901050620","901050718"
"901050621","901050708"
"901050621","901050709"
"901050622","901050706"
"901050623","901050707"
"901050623","901050705"
"901050624","901050702"
"901050625","901050704"
"901050625","901050703"
"901050702","901051114"
"901050702","901051112"
"901050702","901051113"
"901050702","901051117"
"901050702","901051004"
"901050702","901051116"
"901050702","901051002"
"901050702","901051003"
"901050702","901051103"
"901050702","901051006"
"901050702","901051109"
"901050702","901051005"
"901050702","901051110"
"901050702","901051111"
"901050702","901051115"
"901050704","901051016"
"901050705","901051017"
"901050706","901051018"
"901050708","901051119"
"901050709","901051014"
"901050710","901051015"
"901050712","901051013"
"901050712","901051012"
"901050713","901051011"
"901050714","901051010"
"901050715","901051009"
"901050716","901051008"
"901050717","901051001"
"901050718","901051007"
"901050802","901051202"
"901050803","901051203"
"901050804","901051204"
"901050805","901051205"
"901050806","901051206"
"901050807","901051207"
"901050808","901051208"
"901050809","901051210"
"901050810","901051211"
"901050811","901051212"
"901050812","901051213"
"901050813","901051215"
"901050814","901051216"
"901050816","901051209"
"901050817","901051217"
"901050901","901051301"
"901050902","901051214"
"901050902","901051211"
"901050902","901051303"
"901050902","901190201"
"901050902","901051314"
"901050902","901051317"
"901050902","901051302"
"901050902","901051315"
"901050903","901051308"
"901050903","901051303"
"901050904","901051304"
"901050905","901051305"
"901050906","901051307"
"901050906","901051306"
"901050907","901051310"
"901050908","901051309"
"901050909","901051311"
"901050910","901051312"
"901050911","901051313"
"901050912","901051314"
"901050913","901051316"
"901050913","901051315"
"901050914","901051317"
"901050915","901051318"
"901050916","901051319"
"901051001","901050901"
"901051002","901050902"
"901051003","901050903"
"901051004","901050905"
"901051004","901050904"
"901051005","901050801"
"901051005","901050906"
"901051006","901050803"
"901051006","901050802"
"901051007","901050804"
"901051008","901050811"
"901051009","901050810"
"901051009","901050806"
"901051010","901050813"
"901051011","901050812"
"901051012","901050914"
"901051013","901050913"
"901051014","901050912"
"901051014","901050913"
"901051015","901050911"
"901051016","901050906"
"901051016","901050907"
"901051017","901050909"
"901051017","901050908"
"901051018","901050910"
"901051019","901050917"
"901051020","901050916"
"901051021","901050915"
"901051022","901050815"
"901051023","901050816"
"901051024","901050814"
"901120101","901120101"
"901120102","901120102"
"901120103","901120103"
"901120104","901120104"
"901120105","901120105"
"901120106","901120106"
"901120107","901120107"
"901120108","901120108"
"901120109","901120110"
"901120109","901120109"
"901120110","901120112"
"901120111","901120116"
"901120111","901120115"
"901120112","901120114"
"901120113","901120118"
"901120113","901120117"
"901120114","901120120"
"901120114","901120121"
"901120114","901120119"
"901120115","901120113"
"901120116","901120111"
"901120201","901120201"
"901120202","901120202"
"901120203","901120203"
"901120205","901120213"
"901120205","901120205"
"901120206","901120206"
"901120207","901120207"
"901120208","901120208"
"901120209","901120209"
"901120210","901120219"
"901120210","901120220"
"901120210","901120210"
"901120211","901120211"
"901120212","901120212"
"901120213","901120216"
"901120213","901120215"
"901120214","901120214"
"901120215","901120217"
"901120216","901120218"
"901120301","901120301"
"901120302","901120308"
"901120302","901120302"
"901120303","901120303"
"901120304","901120304"
"901120305","901120305"
"901120306","901120306"
"901120307","901120307"
"901120308","901120309"
"901120401","901120401"
"901120402","901120402"
"901120403","901120403"
"901120404","901120405"
"901120404","901120404"
"901190101","901190101"
"901190102","901190103"
"901190103","901190102"
"901190103","901190105"
"901190203","901190204"
"901190204","901190205"
"901190205","901190206"
"901190206","901190208"
"901190206","901190207"
"901190208","901190210"
"901190209","901190220"
"901190210","901190219"
"901190211","901190218"
"901190212","901190212"
"901190213","901190213"
"901190214","901190214"
"901190215","901190215"
"901190216","901190216"
"901190217","901190304"
"901190301","901190104"
"901190302","901190301"
"901190302","901190305"
"901190302","901190306"
"901190303","901190711"
"901190303","901190701"
"901190304","901190307"
"901190305","901190310"
"901190305","901190309"
"901190306","901190311"
"901190307","901190312"
"901190308","901190313"
"901190309","901190317"
"901190310","901190316"
"901190311","901190314"
"901190312","901190315"
"901190313","901190703"
"901190313","901190704"
"901190314","901190702"
"901190314","901190308"
"901190315","901190706"
"901190316","901190705"
"901190317","901190713"
"901190317","901190708"
"901190318","901190707"
"901190318","901190709"
"901190319","901190710"
"901190319","901190712"
"901190401","901190401"
"901190402","901190402"
"901190403","901190403"
"901190404","901190404"
"901190405","901190405"
"901190406","901190408"
"901190406","901190407"
"901190407","901190406"
"901190407","901190409"
"901190408","901190410"
"901190409","901190413"
"901190409","901190412"
"901190409","901190411"
"901190410","901190501"
"901190411","901190502"
"901190412","901190503"
"901190413","901190504"
"901190414","901190505"
"901190415","901190506"
"901190416","901190508"
"901190416","901190507"
"901190417","901190509"
"901190418","901190510"
"901190419","901190512"
"901190419","901190511"
"901190420","901190513"
"901190421","901190514"
"901190501","901190601"
"901190502","901190602"
"901190503","901190603"
"901190504","901190604"
"901190505","901190605"
"901190506","901190606"
"901190507","901190607"
"901190507","901190608"
"901190508","901190609"
"901190508","901190610"
"901190509","901190611"
"901190510","901190612"
"901190511","901190617"
"901190512","901190613"
"901190512","901190616"
"901190513","901190614"
"901190513","901190615"
"901190514","901190621"
"901190514","901190620"
"901190515","901190619"
"901190515","901190620"
"940070101","940080101"
"940070201","940080102"
"940070301","940080303"
"940070301","940080305"
"940070301","940080304"
"940070301","940080302"
"940070301","940080301"
"940070401","940080402"
"940070401","940080403"
"940070401","940080404"
"940070401","940110101"
"940070401","940080401"
"940070501","940080401"
"940070501","940110101"
"940070502","940110210"
"940070503","940110208"
"940070503","940110209"
"940070503","940110201"
"940070503","940110207"
"940070503","940110211"
"940070504","940110212"
"940070505","940110205"
"940070505","940110203"
"940070505","940110204"
"940070505","940110206"
"940070505","940110202"
"940070601","940080201"
"940070601","940110104"
"940070801","940080202"
"940070901","940080203"
"940071001","940080503"
"940071001","940080511"
"940071001","940080501"
"940071001","940080502"
"940071003","940080507"
"940071004","940080515"
"940071005","940080514"
"940071006","940080512"
"940071007","940080513"
"940071008","940080510"
"940071009","940080505"
"940071010","940080504"
"940071011","940080506"
"940071012","940080508"
"940071013","940080509"
"940071101","940080606"
"940071101","940080607"
"940071102","940080604"
"940071102","940080605"
"940071102","940080603"
"940071103","940080608"
"940071103","940080603"
"940071104","940080609"
"940071104","940080602"
"940071104","940080601"
"940071105","940080610"
"940071106","940080611"
"940071107","940080612"
"940071108","940080613"
"940071109","940080614"
"940071110","940080615"
"940071111","940080616"
"940071112","940080618"
"940071113","940080617"
"940071201","940080708"
"940071202","940080707"
"940071203","940080706"
"940071204","940080705"
"940071205","940080704"
"940071206","940080703"
"940071207","940080702"
"940071208","940080701"
"940071209","940080717"
"940071209","940080716"
"940071209","940080714"
"940071209","940080715"
"940071210","940080713"
"940071210","940080712"
"940071211","940080711"
"940071212","940080710"
"940071213","940080709"
"940071301","940080808"
"940071302","940080807"
"940071302","940080806"
"940071303","940080804"
"940071303","940080805"
"940071304","940080803"
"940071305","940080802"
"940071305","940080801"
"940071305","940080811"
"940071305","940081009"
"940071306","940081005"
"940071306","940081007"
"940071306","940081008"
"940071306","940081006"
"940071307","940081003"
"940071307","940081002"
"940071308","940081001"
"940071308","940081011"
"940071308","940081004"
"940071309","940081010"
"940071310","940080814"
"940071311","940080813"
"940071312","940080809"
"940071313","940080810"
"940071314","940080812"
"940071401","940080916"
"940071402","940080917"
"940071403","940080904"
"940071404","940080903"
"940071404","940080902"
"940071404","940080907"
"940071405","940081107"
"940071406","940081106"
"940071407","940081105"
"940071408","940081104"
"940071409","940081103"
"940071410","940081102"
"940071411","940081101"
"940071412","940080909"
"940071412","940080901"
"940071412","940080908"
"940071413","940080911"
"940071413","940080912"
"940071413","940080910"
"940071414","940080906"
"940071414","940080913"
"940071414","940080914"
"940071415","940080915"
"940071416","940080905"
"940140101","940150101"
"940140102","940110103"
"940140102","940150102"
"940140103","940150410"
"940140103","940150103"
"940140201","940110102"
"940140201","940150201"
"940140202","940150201"
"940140202","940110102"
"940140302","940150203"
"940140302","940150202"
"940140302","940110102"
"940140401","940150912"
"940140402","940150803"
"940140402","940150804"
"940140402","940150807"
"940140403","940150802"
"940140404","940150801"
"940140404","940150805"
"940140405","940150806"
"940140405","940150810"
"940140406","940150812"
"940140407","940150903"
"940140407","940150906"
"940140408","940150907"
"940140409","940150910"
"940140409","940150909"
"940140410","940150911"
"940140411","940150905"
"940140412","940150808"
"940140413","940150811"
"940140413","940150809"
"940140414","940150902"
"940140414","940150901"
"940140415","940150904"
"940140416","940150908"
"940140501","940150702"
"940140501","940150701"
"940140502","940150704"
"940140503","940150705"
"940140504","940150711"
"940140505","940150712"
"940140505","940150715"
"940140506","940150713"
"940140506","940150714"
"940140507","940150709"
"940140508","940150710"
"940140509","940150707"
"940140509","940150706"
"940140510","940150708"
"940140511","940150703"
"940140601","940150601"
"940140602","940150610"
"940140602","940150609"
"940140603","940150611"
"940140604","940150616"
"940140605","940150615"
"940140606","940150614"
"940140607","940150613"
"940140608","940150612"
"940140609","940150608"
"940140610","940150606"
"940140610","940150607"
"940140611","940150605"
