ID	CD_MCA
530010805060145	53001080500001
530010805060146	53001080500002
530010805060147	53001080500003
530010805060148	53001080500004
530010805060149	53001080500005
530010805060150	53001080500006
530010805060151	53001080500007
530010805060152	53001080500008
530010805060153	53001080500009
530010805060154	53001080500010
530010805060155	53001080500011
530010805060156	53001080500012
530010805060362	53001080500013
530010805060363	53001080500014
530010805060364	53001080500015
530010805060365	53001080500016
530010805060366	53001080500017
530010805060367	53001080500018
530010805060368	53001080500019
530010805060369	53001080500020
530010805060370	53001080500021
530010805060371	53001080500022
530010805060372	53001080500023
530010805060373	53001080500024
530010805360024	53001080500025
530010805360025	53001080500026
530010805360017	53001080500026
530010805360026	53001080500027
530010805360027	53001080500028
530010805360028	53001080500029
530010805360219	53001080500030
530010805360218	53001080500030
530010805360220	53001080500031
530010805360221	53001080500031
530010805360029	53001080500032
530010805360030	53001080500033
530010805360031	53001080500034
530010805360032	53001080500035
530010805360033	53001080500036
530010805080248	53001080500037
530010805080249	53001080500038
530010805080250	53001080500039
530010805080251	53001080500040
530010805080252	53001080500041
530010805080253	53001080500042
530010805080254	53001080500043
530010805080255	53001080500044
530010805080256	53001080500045
530010805080868	53001080500046
530010805080869	53001080500046
530010805080258	53001080500047
530010805080259	53001080500048
530010805080260	53001080500049
530010805080261	53001080500050
530010805080262	53001080500051
530010805080263	53001080500052
530010805080264	53001080500053
530010805080265	53001080500054
530010805080266	53001080500055
530010805080267	53001080500056
530010805080268	53001080500057
530010805080269	53001080500058
530010805080270	53001080500059
530010805080271	53001080500060
530010805110133	53001080500061
530010805110134	53001080500062
530010805110135	53001080500063
530010805110136	53001080500064
530010805110137	53001080500065
530010805110138	53001080500066
530010805110139	53001080500067
530010805110140	53001080500068
530010805110141	53001080500069
530010805110322	53001080500070
530010805110386	53001080500070
530010805110406	53001080500070
530010805110407	53001080500070
530010805110143	53001080500071
530010805110369	53001080500072
530010805110323	53001080500072
530010805110324	53001080500072
530010805110319	53001080500072
530010805110403	53001080500072
530010805110320	53001080500072
530010805110405	53001080500072
530010805110404	53001080500072
530010805060481	53001080500073
530010805060519	53001080500074
530010805060518	53001080500074
530010805060005	53001080500075
530010805060006	53001080500076
530010805060007	53001080500077
530010805060008	53001080500078
530010805060009	53001080500079
530010805060010	53001080500080
530010805060011	53001080500081
530010805060012	53001080500082
530010805060013	53001080500083
530010805060014	53001080500084
530010805060015	53001080500085
530010805060016	53001080500086
530010805060017	53001080500087
530010805060018	53001080500088
530010805060019	53001080500089
530010805060020	53001080500090
530010805060021	53001080500091
530010805060022	53001080500092
530010805060023	53001080500093
530010805060024	53001080500094
530010805060025	53001080500095
530010805060026	53001080500096
530010805060027	53001080500097
530010805060028	53001080500098
530010805060029	53001080500099
530010805060030	53001080500100
530010805060031	53001080500101
530010805060032	53001080500102
530010805060033	53001080500103
530010805060034	53001080500104
530010805060035	53001080500105
530010805060036	53001080500106
530010805060037	53001080500107
530010805060038	53001080500108
530010805060039	53001080500109
530010805060040	53001080500110
530010805060041	53001080500111
530010805060042	53001080500112
530010805060043	53001080500113
530010805060044	53001080500114
530010805060045	53001080500115
530010805060046	53001080500116
530010805060047	53001080500117
530010805060048	53001080500118
530010805060049	53001080500119
530010805060050	53001080500120
530010805060051	53001080500121
530010805060052	53001080500122
530010805060053	53001080500123
530010805060054	53001080500124
530010805060055	53001080500125
530010805060056	53001080500126
530010805060057	53001080500127
530010805060058	53001080500128
530010805060059	53001080500129
530010805060060	53001080500130
530010805060061	53001080500131
530010805060062	53001080500132
530010805060063	53001080500133
530010805060064	53001080500134
530010805060065	53001080500135
530010805060066	53001080500136
530010805060067	53001080500137
530010805060068	53001080500138
530010805060069	53001080500139
530010805060070	53001080500140
530010805060071	53001080500141
530010805060072	53001080500142
530010805060073	53001080500143
530010805060074	53001080500144
530010805060075	53001080500145
530010805060076	53001080500146
530010805060077	53001080500147
530010805060078	53001080500148
530010805060079	53001080500149
530010805060080	53001080500150
530010805060081	53001080500151
530010805060082	53001080500152
530010805060083	53001080500153
530010805060084	53001080500154
530010805060085	53001080500155
530010805060086	53001080500156
530010805060087	53001080500157
530010805060088	53001080500158
530010805060089	53001080500159
530010805060090	53001080500160
530010805060091	53001080500161
530010805060092	53001080500162
530010805060093	53001080500163
530010805060094	53001080500164
530010805060095	53001080500165
530010805060096	53001080500166
530010805060097	53001080500167
530010805060098	53001080500168
530010805060099	53001080500169
530010805060100	53001080500170
530010805060101	53001080500171
530010805060102	53001080500172
530010805060103	53001080500173
530010805060104	53001080500174
530010805060105	53001080500175
530010805060106	53001080500176
530010805060107	53001080500177
530010805060108	53001080500178
530010805060319	53001080500179
530010805060320	53001080500180
530010805060321	53001080500181
530010805060322	53001080500182
530010805060323	53001080500183
530010805060324	53001080500184
530010805060325	53001080500185
530010805060326	53001080500186
530010805060327	53001080500187
530010805060328	53001080500188
530010805060329	53001080500189
530010805060330	53001080500190
530010805060331	53001080500191
530010805060332	53001080500192
530010805060333	53001080500193
530010805070285	53001080500194
530010805070286	53001080500194
530010805070178	53001080500194
530010805070284	53001080500194
530010805070308	53001080500194
530010805070309	53001080500194
530010805070244	53001080500195
530010805070221	53001080500195
530010805070296	53001080500195
530010805070298	53001080500195
530010805070297	53001080500195
530010805070257	53001080500195
530010805070295	53001080500195
530010805070263	53001080500196
530010805070273	53001080500196
530010805070258	53001080500196
530010805070290	53001080500196
530010805070280	53001080500196
530010805070281	53001080500196
530010805070259	53001080500196
530010805070291	53001080500196
530010805070277	53001080500196
530010805070283	53001080500196
530010805070282	53001080500196
530010805070271	53001080500196
530010805070272	53001080500196
530010805070279	53001080500196
530010805070276	53001080500196
530010805070278	53001080500196
530010805070275	53001080500196
530010805070274	53001080500196
530010805070211	53001080500197
530010805070299	53001080500198
530010805070303	53001080500198
530010805070302	53001080500198
530010805070300	53001080500198
530010805070260	53001080500198
530010805070261	53001080500198
530010805070301	53001080500198
530010805070232	53001080500199
530010805070215	53001080500199
530010805070288	53001080500200
530010805070287	53001080500200
530010805070289	53001080500200
530010805070218	53001080500201
530010805070231	53001080500201
530010805070230	53001080500201
530010805200206	53001080500201
530010805070228	53001080500201
530010805070270	53001080500201
530010805070219	53001080500202
530010805070220	53001080500203
530010805070222	53001080500204
530010805070245	53001080500205
530010805070223	53001080500205
530010805390008	53001080500206
530010805100388	53001080500206
530010805440142	53001080500206
530010805440131	53001080500206
530010805390020	53001080500206
530010805440123	53001080500206
530010805390003	53001080500206
530010805390030	53001080500206
530010805390032	53001080500206
530010805100369	53001080500206
530010805100378	53001080500206
530010805440132	53001080500206
